geometry,address,lon,lat,found_address
POINT (-8.413619337110868 51.862959862029214),"17 The Oaks, Douglas, Cork",-8.413619337110868,51.862959862029214,"18, The Oaks, Maryborough Ridge, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.507659970087786 51.8736100205563),"51 White Oaks, Cork",-8.507659970087786,51.8736100205563,"White Oaks, Inishkenny, Cork, County Cork, Munster, T12 VY33, Éire / Ireland"
POINT (-8.405639970864001 51.89372000838338),"18 Mahon Park, Mahon, Cork",-8.405639970864001,51.89372000838338,"Mahon Park, Mahon, Mahon B, Cork, County Cork, Munster, T12 Y180, Éire / Ireland"
POINT (-8.450000019953592 51.86864998744272),"45 Stockton Close, Douglas, Cork",-8.450000019953592,51.86864998744272,"Stockton Close, Frankfield, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.478950023874148 51.89293998847387),"3 Sullivan's Lane, Cork",-8.478950023874148,51.89293998847387,"Sullivan's Lane, Greenmount, Cork, County Cork, Munster, T12 A0T3, Éire / Ireland"
POINT (-9.169299999999964 51.601500000000044),"Ballinlough, Skibbereen, Cork",-9.169299999999964,51.601500000000044,"Knockskagh, West Cork, County Cork, Munster, P81 YN96, Éire / Ireland"
POINT (-8.48712003253732 51.90979000269891),"19 Glengarriff Road, Cork",-8.48712003253732,51.90979000269891,"Glengarriff Road, Fair Hill B, Cork, County Cork, Munster, T23 W08N, Éire / Ireland"
POINT (-8.45322998634225 51.902940018057336),"4 Nelsons Terrace, Cork",-8.45322998634225,51.902940018057336,"Murphy's Garage, Lower Glanmire Road, Tivoli A, Cork, County Cork, Munster, T23 E6TD, Éire / Ireland"
POINT (-8.516600024195668 51.88005000440407),"Curraheen, Bishopstown Road, Cork",-8.516600024195668,51.88005000440407,"Spice of India, Bishopstown Road, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.30356004103254 51.80178000209935),"3 Woodford, Cork",-8.30356004103254,51.80178000209935,"Woodford, Templebreedy, Municipal District of Carrigaline, County Cork, Munster, P43 AY66, Éire / Ireland"
POINT (-8.485220022725514 51.90842999699919),"19 Inniscarra Road, Cork",-8.485220022725514,51.90842999699919,"Inniscara Road, Churchfield, Fair Hill A, Cork, County Cork, Munster, T23 W08N, Éire / Ireland"
POINT (-8.398040015435782 51.88939000102198),"34 Inchera Lawn, Mahon, Cork",-8.398040015435782,51.88939000102198,"Inchera Lawn, Mahon, Mahon B, Cork, County Cork, Munster, T12 CA29, Éire / Ireland"
POINT (-8.482850039602653 51.90186000983317),"39 Blarney Street, Cork",-8.482850039602653,51.90186000983317,"Scoil Chimcille, Upper Cattle Market Street, North Parish, Shandon, Gurranabraher C, Cork, County Cork, Munster, T23 RHW2, Éire / Ireland"
POINT (-8.619140036692443 51.88566998666417),"3 The Lawn, Ballincollig, Cork",-8.619140036692443,51.88566998666417,"Wyndham Lawn, Classes Lake, Ballincollig ED, Cork, County Cork, Munster, P31 YK68, Éire / Ireland"
POINT (-8.488540010754264 51.890550014511945),"20 Denroches Cross, Cork",-8.488540010754264,51.890550014511945,"The Lough, Cork, County Cork, Munster, T12 PK63, Éire / Ireland"
POINT (-8.484769998344007 51.90140998545169),"4 Leeview Terrace, Cork",-8.484769998344007,51.90140998545169,"Leeview Terrace, Sunday's Well B, Cork, County Cork, Munster, T23 TY7X, Éire / Ireland"
POINT (-8.452600002499565 51.87924001919069),"50 Greenhills Court, Cork",-8.452600002499565,51.87924001919069,"Greenhills Court, Tramore C, Cork, County Cork, Munster, T12 WV83, Éire / Ireland"
POINT (-8.474149959382657 51.864969996672585),"131 Curragh Woods, Cork",-8.474149959382657,51.864969996672585,"Curragh Woods, Lehenagh, Cork, County Cork, Munster, T12 D899, Éire / Ireland"
POINT (-8.458560038571505 51.87056001362882),"94 East Avenue, Cork",-8.458560038571505,51.87056001362882,"Frankfield, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.511399975284661 51.87731000216553),"81 Cardinal Court, Cork",-8.511399975284661,51.87731000216553,"Donscourt, Bishopstown, Bishopstown ED E, Cork, County Cork, Munster, T12 RR84, Éire / Ireland"
POINT (-8.393459975902658 51.87885998370072),"Sonata, APARTMENT 69 Harty's Quay, Cork",-8.393459975902658,51.87885998370072,"Harty's Quay, Rochestown, Douglas, Cork, County Cork, Munster, T12 ND82, Éire / Ireland"
POINT (-8.46582999847169 51.895000008817306),"Copley Hall, APARTMENT 1 Cotters Street, Cork",-8.46582999847169,51.895000008817306,"Copley House, Cotters Street, South Parish, South Gate A, Cork, County Cork, Munster, T12 CXN8, Éire / Ireland"
POINT (-8.630779985632188 51.88435000455209),"22 The Elms, Ballincollig, Cork",-8.630779985632188,51.88435000455209,"The Elms, Classes Lake, Ovens, Cork, County Cork, Munster, P31 PK65, Éire / Ireland"
POINT (-8.531159976744647 51.88568000303846),"6 Rosslee, Cork",-8.531159976744647,51.88568000303846,"Rosslee, Bishopstown ED C, Cork, County Cork, Munster, T12 HP29, Éire / Ireland"
POINT (-8.460990036121103 51.869130019037584),"63 West Avenue, Cork",-8.460990036121103,51.869130019037584,"Frankfield, Lehenagh, Cork, County Cork, Munster, T12 VFK5, Éire / Ireland"
POINT (-8.61328997119017 51.882530000006085),"42 The Lawn, Ballincollig, Cork",-8.61328997119017,51.882530000006085,"The Lawn, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.410399999999981 51.96714000000003),"Templeusque, Cork",-8.410399999999981,51.96714000000003,"Riverstown, Municipal District of Cobh, County Cork, Munster, T45 VK40, Éire / Ireland"
POINT (-8.385590039373199 51.92697001245196),"37 Rivergrove, Riverstown, Cork",-8.385590039373199,51.92697001245196,"Rivergrove, Caherlag ED, Cork, County Cork, Munster, T45 Y921, Éire / Ireland"
POINT (-8.540230034170776 51.87374999833935),"Clonbar House, Curraheen Road, Cork",-8.540230034170776,51.87374999833935,"Curraheen Rd (Cork Tech Park), Curraheen Road, Bishopstown ED, Cork, County Cork, Munster, T12 A710, Éire / Ireland"
POINT (-8.463114193649918 51.90158104144005),"1 Lower Glanmire Road, Cork",-8.463114193649918,51.90158104144005,"Saint Patrick's Catholic Church, Lower Glanmire Road, Victorian Quarter, St. Patrick's A, Cork, County Cork, Munster, T23 TK20, Éire / Ireland"
POINT (-8.437170008401012 51.89598999540135),"43 Lindville, Cork",-8.437170008401012,51.89598999540135,"Lindville, Docklands, Knockrea B, Cork, County Cork, Munster, T12 A436, Éire / Ireland"
POINT (-8.413239999999973 51.90044000000006),Cork,-8.413239999999973,51.90044000000006,"Marian Shrine, Blackrock Village, Blackrock, Mahon A, Cork, County Cork, Munster, T12 Y0EH, Éire / Ireland"
POINT (-8.4657399768316 51.867349996169736),"7 The Maples, Cork",-8.4657399768316,51.867349996169736,"The Maples, Lehenagh, Cork, County Cork, Munster, T12 KA99, Éire / Ireland"
POINT (-8.488719970215442 51.89026000066207),"7 Croghtamore Square, Cork",-8.488719970215442,51.89026000066207,"The Lough, Cork, County Cork, Munster, T12 PK63, Éire / Ireland"
POINT (-8.451069969893922 51.86337999154972),"24 Ard Field Green, Douglas, Cork",-8.451069969893922,51.86337999154972,"Ardfield Green, Ardfield, Lehenagh, Cork, County Cork, Munster, T12 HN2E, Éire / Ireland"
POINT (-8.502620015527413 51.905520009764246),"113 Harbour View Road, Knocknaheeny, Cork",-8.502620015527413,51.905520009764246,"107, Harbour View Road, Hollyhill / Knocknaheeny, Knocknaheeny, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.484000036718328 51.91955999094972),"Brideholm, APARTMENT 1 Commons Road, Cork",-8.484000036718328,51.91955999094972,"Fair Hill C, Cork, County Cork, Munster, T23 XN8R, Éire / Ireland"
POINT (-8.41080999999997 51.90552000000008),"Tivoli, Munster",-8.41080999999997,51.90552000000008,"Silver Grange House, Burke's Hill, Rathcooney, Cork, County Cork, Munster, T12 Y0EH, Éire / Ireland"
POINT (-8.483450016231956 51.89588999929646),"Lancaster Gate, 1 Western Road, Cork",-8.483450016231956,51.89588999929646,"Lancaster Gate, Lancaster Quay, Gillabbey A, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.391050011101669 51.817539991725965),"Coppins, Cork, Carrigaline, Cork",-8.391050011101669,51.817539991725965,"Cork Road Clinic, Cork Road, Carrigaline ED, Municipal District of Carrigaline, County Cork, Munster, P43 W921, Éire / Ireland"
POINT (-8.503359969939737 51.90209998372109),"15 Hollyhill Lane, Cork",-8.503359969939737,51.90209998372109,"28, Hollyhill Lane, Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.513929968939124 51.87841000122876),"5 Bishopscourt Way, Cork",-8.513929968939124,51.87841000122876,"Bishopscourt Way, Bishopstown, Bishopstown ED E, Cork, County Cork, Munster, T12 RR84, Éire / Ireland"
POINT (-8.474091447736468 51.9129027980954),"34 Orchard Court, Cork",-8.474091447736468,51.9129027980954,"Orchard Court, Commons ED, Cork, County Cork, Munster, T23 XH61, Éire / Ireland"
POINT (-8.570379991349938 51.871790016010294),"Four Fountains, Ballinora, Cork",-8.570379991349938,51.871790016010294,"Curraheen Road, Ballincollig ED, Cork, County Cork, Munster, T12 CYC9, Éire / Ireland"
POINT (-8.473149998333838 51.90166999208819),"Camden Court, APARTMENT 1 Knapps Square, Cork",-8.473149998333838,51.90166999208819,"Knapp's Square Apartments, Knapp's Square, Shandon A, Cork, County Cork, Munster, T23 X72D, Éire / Ireland"
POINT (-8.60788561099433 51.894448249874685),"Coolyduff, Cork",-8.60788561099433,51.894448249874685,"R618, West Village, Carrigrohane Beg ED, Cork, County Cork, Munster, P31 F403, Éire / Ireland"
POINT (-8.849977343902957 51.6217400927134),"Ballintemple, Cork",-8.849977343902957,51.6217400927134,"Templeomalus, The Municipal District of Bandon – Kinsale, County Cork, Munster, P85 AD80, Éire / Ireland"
POINT (-8.609530017063747 51.88976999460243),"1 Peter O'Donovan Crescent, Ballincollig, Cork",-8.609530017063747,51.88976999460243,"Innishmore, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 D256, Éire / Ireland"
POINT (-8.51441997499876 51.873639985860166),"229 Eagle Valley, Cork",-8.51441997499876,51.873639985860166,"Eagle Valley, Inishkenny, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.44084999917115 51.88128998125032),"Kilbrin, Woodview, Cork",-8.44084999917115,51.88128998125032,"Woodview, Browningstown ED, Cork, County Cork, Munster, T12 K702, Éire / Ireland"
POINT (-8.474030014348244 51.892099996047136),"28 Tower Street, Cork",-8.474030014348244,51.892099996047136,"Tower Street, Evergreen, Cork, County Cork, Munster, T12 K765, Éire / Ireland"
POINT (-8.618616435084931 51.92043210999983),"Coolflugh, Cloghroe, Cork",-8.618616435084931,51.92043210999983,"Blarney Road, Tower, Cloghroe, Cork, County Cork, Munster, T23 YX51, Éire / Ireland"
POINT (-8.441800004077038 51.883189991062125),"20 Endsleigh Estate, Cork",-8.441800004077038,51.883189991062125,"Endsleigh Estate, Browningstown ED, Cork, County Cork, Munster, T12 K702, Éire / Ireland"
POINT (-8.503189984943333 51.885489985293475),"10 Sheares Park, Cork",-8.503189984943333,51.885489985293475,"Sheares' Park, Glasheen A, Cork, County Cork, Munster, T12 YK23, Éire / Ireland"
POINT (-8.398110004327322 51.92636001944837),"16 Heathervue, Glanmire, Cork",-8.398110004327322,51.92636001944837,"Heathervue, Rathcooney, Cork, County Cork, Munster, T45 XA50, Éire / Ireland"
POINT (-8.431739960066864 51.86956998513526),"7 Nutgrove Mews, Douglas, Cork",-8.431739960066864,51.86956998513526,"Nutgrove Mews, Castletreasure, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.516600024195668 51.88005000440407),"Curraheen, Bishopstown Road, Cork",-8.516600024195668,51.88005000440407,"Spice of India, Bishopstown Road, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.530000005164197 51.88103001652334),"Aisling, Rossa Avenue, Cork",-8.530000005164197,51.88103001652334,"241831, Rossa Avenue, Bishopstown ED C, Cork, County Cork, Munster, T12 HP29, Éire / Ireland"
POINT (-8.493850030234938 51.88538001472381),"5 Hillside Avenue, Cork",-8.493850030234938,51.88538001472381,"Hillside Avenue, Glasheen C, Cork, County Cork, Munster, T12 C8VW, Éire / Ireland"
POINT (-8.612599972920776 51.88525001140556),"5 Avoncourt, Ballincollig, Cork",-8.612599972920776,51.88525001140556,"5, Avoncourt, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 VW82, Éire / Ireland"
POINT (-8.590660027793419 51.88399504102605),"Distillery Court, Ballincollig, Cork",-8.590660027793419,51.88399504102605,"The Maltings, Ballincollig ED, Cork, County Cork, Munster, P31 V085, Éire / Ireland"
POINT (-8.434299960934709 51.894620015236825),"8 Churchyard Lane, Cork",-8.434299960934709,51.894620015236825,"Churchyard Lane, Ballintemple, Mahon C, Cork, County Cork, Munster, T12 Y902, Éire / Ireland"
POINT (-8.433539973773776 51.87054999725453),"29 Ryecroft, Douglas, Cork",-8.433539973773776,51.87054999725453,"Ryecroft, Donnybrook, Douglas, Cork, County Cork, Munster, T12 D5RC, Éire / Ireland"
POINT (-8.50279997498859 51.872509979583555),"37 Pinewood, Cork",-8.50279997498859,51.872509979583555,"Elm Park, Inishkenny, Cork, County Cork, Munster, T12 VY33, Éire / Ireland"
POINT (-8.480089962706018 51.8927500126384),"71 Barrack Street, Cork",-8.480089962706018,51.8927500126384,"Broderick's, Barrack Street, Greenmount, Gillabbey A, Cork, County Cork, Munster, T12 A0T3, Éire / Ireland"
POINT (-8.4061800168856 51.87491998629409),"Loughmahon View, The Close, Cork",-8.4061800168856,51.87491998629409,"The Close, Rochestown, Douglas, Cork, County Cork, Munster, T12 CR23, Éire / Ireland"
POINT (-8.513970034436312 51.88587999524822),"15 Bishopstown Avenue, Cork",-8.513970034436312,51.88587999524822,"Bishopstown Avenue, Bishopstown ED C, Cork, County Cork, Munster, T12 YK23, Éire / Ireland"
POINT (-8.592599997572876 51.93106000401593),"4 Shournagh Drive, Cork",-8.592599997572876,51.93106000401593,"Shournagh Drive, Blarney ED, Cork, County Cork, Munster, T23 PW56, Éire / Ireland"
POINT (-8.483450016231956 51.89588999929646),"Lancaster Gate, 1 Western Road, Cork",-8.483450016231956,51.89588999929646,"Lancaster Gate, Lancaster Quay, Gillabbey A, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.434589974784558 51.909150002481965),"22 Iona Place, Mayfield, Cork",-8.434589974784558,51.909150002481965,"Iona Place, Mayfield, Montenotte B, Cork, County Cork, Munster, T23 AE78, Éire / Ireland"
POINT (-8.513515819679442 51.89622269077401),"Atkins Hall, Cork",-8.513515819679442,51.89622269077401,"Atkin's Hall, Lee Road, Hollyhill, Shanakiel, Cork, County Cork, Munster, T12 P680, Éire / Ireland"
POINT (-46.70024999999998 -23.605539999999962),River Towers,-46.70024999999998,-23.605539999999962,"Sul América Seguros, Rua São Paulo Antigo, Morumbi, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 05684-000, Brasil"
POINT (-8.567901577415407 51.940138219373566),"The Beeches, Knockacorbally, Cork",-8.567901577415407,51.940138219373566,"Blarney ED, Cork, County Cork, Munster, T23 FK28, Éire / Ireland"
POINT (-8.39654743575432 51.88172965649736),"The Haven, Cork",-8.39654743575432,51.88172965649736,"The Haven, Mahon, Mahon B, Cork, County Cork, Munster, T12 CA29, Éire / Ireland"
POINT (-8.517190026360197 51.88681000931504),"1 Highfield Lawn, Cork",-8.517190026360197,51.88681000931504,"Saint Catherine's Primary School, Highfield Lawn, Bishopstown ED C, Cork, County Cork, Munster, T12 Y9KT, Éire / Ireland"
POINT (-8.5537799673871 51.90388998105371),"Rosanna House, Rosanna, Cork",-8.5537799673871,51.90388998105371,"Prospect Hill, St. Mary's, Cork, County Cork, Munster, T23 A406, Éire / Ireland"
POINT (-8.434849981421081 51.90393000464138),"The Moorings, APARTMENT 1 Woodhill Park, Cork",-8.434849981421081,51.90393000464138,"The Moorings, Woodhill Park, Tivoli A, Cork, County Cork, Munster, T12 TX38, Éire / Ireland"
POINT (-8.62644000380601 51.88686998183226),"37 The Sycamores, Ballincollig, Cork",-8.62644000380601,51.88686998183226,"The Sycamores, Classes Lake, Ballincollig ED, Cork, County Cork, Munster, P31 AP58, Éire / Ireland"
POINT (-8.445670012592188 51.88701000152483),"55 Beechwood Park, Cork",-8.445670012592188,51.88701000152483,"Somerton Road / Park and Nursery Drive, Ballinlough, Ballinlough ED B, Cork, County Cork, Munster, T12 X789, Éire / Ireland"
POINT (-8.455269973937078 51.90859000753079),"34 Ballyhooly Road, Cork",-8.455269973937078,51.90859000753079,"Ballyhooley Road (Opp Kerrymans Pub), Ballyhooly Road, Montenotte A, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.397009999999966 51.94056000000006),"Sallybrook, Cork",-8.397009999999966,51.94056000000006,"Texaco, R639, Riverstown, Cork, County Cork, Munster, T45 RR67, Éire / Ireland"
POINT (-8.445589965416872 51.904689991802286),"1 The View, Montenotte, Cork",-8.445589965416872,51.904689991802286,"Monteville, Lover's Walk, Tivoli A, Cork, County Cork, Munster, T12 VC57, Éire / Ireland"
POINT (-8.50284004048578 51.89841999295095),"Inagh, 12 The Grove, Cork",-8.50284004048578,51.89841999295095,"The Grove, Hollyhill, Shanakiel, Cork, County Cork, Munster, T12 XF62, Éire / Ireland"
POINT (-8.47354000828858 51.865130007204186),"125 Curragh Woods, Cork",-8.47354000828858,51.865130007204186,"Curragh Woods, Lehenagh, Cork, County Cork, Munster, T12 D899, Éire / Ireland"
POINT (-8.415359961062364 51.89140999777774),"40 Cherry Lawn, Blackrock, Cork",-8.415359961062364,51.89140999777774,"Cherry Lawn, Blackrock, Mahon A, Cork, County Cork, Munster, T12 HY54, Éire / Ireland"
POINT (-8.512660026789007 51.88988998154639),"39 Farranlea Grove, Cork",-8.512660026789007,51.88988998154639,"Farranlea Grove, Bishopstown ED A, Cork, County Cork, Munster, Éire / Ireland"
POINT (-8.516040029244522 51.88855998306002),"68 Model Farm Road, Cork",-8.516040029244522,51.88855998306002,"Farranlea Park, Model Farm Road, Bishopstown ED C, Cork, County Cork, Munster, T12 R2NC, Éire / Ireland"
POINT (-8.470260001937987 51.90614001914213),"21 Lansdowne Court, Cork",-8.470260001937987,51.90614001914213,"San Antoine, 21, Landsdowne Court, Blackpool ED B, Cork, County Cork, Munster, T23 AK82, Éire / Ireland"
POINT (-8.576150009676894 51.88499997923384),"24 The Cloisters, Ballincollig, Cork",-8.576150009676894,51.88499997923384,"Ballincollig ED, Cork, County Cork, Munster, P31 XH61, Éire / Ireland"
POINT (-8.472919998910697 51.9021901943874),"Carroll's Quay, Cork",-8.472919998910697,51.9021901943874,"N20, Shandon A, Cork, County Cork, Munster, T23 X72D, Éire / Ireland"
POINT (-8.458100039725252 51.92351997919545),"20 Brookwood, Ballyvolane, Cork",-8.458100039725252,51.92351997919545,"Brockwood, St. Mary's, Cork, County Cork, Munster, T23 D215, Éire / Ireland"
POINT (-8.597810020948685 51.886459981038456),"25 Cherry Walk, Ballincollig, Cork",-8.597810020948685,51.886459981038456,"Cherrywalk, Muskerry, Ballincollig ED, Cork, County Cork, Munster, P31 EE04, Éire / Ireland"
POINT (-8.38051999378041 51.8799099847115),"The Lodge, Hop Island, Cork",-8.38051999378041,51.8799099847115,"Rochestown, Douglas, Cork, County Cork, Munster, T12 WV08, Éire / Ireland"
POINT (-8.399309999999957 51.92694000000006),"Glanmire, Cork",-8.399309999999957,51.92694000000006,"Barnavarna Road, Rathcooney, Cork, County Cork, Munster, T45 HX28, Éire / Ireland"
POINT (-8.423770027432482 51.8909300080924),"2 Rosegreen Avenue, Cork",-8.423770027432482,51.8909300080924,"Rosegreen Avenue, Mahon C, Cork, County Cork, Munster, T12 VHY0, Éire / Ireland"
POINT (-8.428654558760314 51.897904611353674),"Barrington's Avenue, Cork",-8.428654558760314,51.897904611353674,"Ardfoyle Convent, Barringtons Avenue, Ballintemple, Knockrea B, Cork, County Cork, Munster, T12 TX38, Éire / Ireland"
POINT (-8.55457999999993 51.85483000000005),"Waterfall, Cork",-8.55457999999993,51.85483000000005,"O'Sé, Waterfall Road, Inishkenny, Municipal District of Carrigaline, County Cork, Munster, T12 CYF2, Éire / Ireland"
POINT (-8.457309961531934 51.902480019211055),"Arcadia Hall, APARTMENT 1 Lower Glanmire Road, Cork",-8.457309961531934,51.902480019211055,"Arcadia Student Accommodation, Lower Glanmire Road, Victorian Quarter, St. Patrick's A, Cork, County Cork, Munster, T23 TK20, Éire / Ireland"
POINT (-8.437509978393791 51.87998001551256),"Douglas Wells, APARTMENT 13 Well Road, Douglas, Cork",-8.437509978393791,51.87998001551256,"Well Road, Browningstown ED, Cork, County Cork, Munster, T12 K702, Éire / Ireland"
POINT (-8.504149964314024 51.894369983065104),"5 Victoria Villas, Cork",-8.504149964314024,51.894369983065104,"1, Western Road, Bishopstown ED A, Cork, County Cork, Munster, T12 XF62, Éire / Ireland"
POINT (-8.483450016231956 51.89588999929646),"Lancaster Gate, 1 Western Road, Cork",-8.483450016231956,51.89588999929646,"Lancaster Gate, Lancaster Quay, Gillabbey A, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.494139960265784 51.90102999187121),"153 Blarney Street, Cork",-8.494139960265784,51.90102999187121,"Blarney Street, Gurranabraher B, Cork, County Cork, Munster, T23 A720, Éire / Ireland"
POINT (-8.504829988118644 51.90053998581158),"12 Briarscourt, Cork",-8.504829988118644,51.90053998581158,"Briarscourt, Hollyhill, Shanakiel, Cork, County Cork, Munster, T23 N250, Éire / Ireland"
POINT (-8.393480008651267 51.88259001443282),"68 Longshore Drive, Cork",-8.393480008651267,51.88259001443282,"63, Longshore Drive, Mahon, Mahon B, Cork, County Cork, Munster, T12 CA29, Éire / Ireland"
POINT (-8.515169987694918 51.89093998255717),"1 Farranlea Park, Cork",-8.515169987694918,51.89093998255717,"The Orchard, Bishopstown ED A, Cork, County Cork, Munster, T12 R2NC, Éire / Ireland"
POINT (-8.60736729380626 51.925336094772064),"Tower Cross, Cork",-8.60736729380626,51.925336094772064,"Tower Pizza, Blarney Road, Tower, Matehy, Cork, County Cork, Munster, T23 W968, Éire / Ireland"
POINT (-8.6146054889772 51.92813119259731),"Tower, Cork",-8.6146054889772,51.92813119259731,"Kerry Road, Tower, Cloghroe, Cork, County Cork, Munster, T23 YX51, Éire / Ireland"
POINT (-8.332980018264152 51.864390010882346),"1 Riverview Terrace, Monkstown, Cork",-8.332980018264152,51.864390010882346,"Monkstown Urban, Municipal District of Carrigaline, County Cork, Munster, T12 KT5N, Éire / Ireland"
POINT (-8.461839961103095 51.906780019359104),"Bellevue Court, APARTMENT 1 Old Youghal Road, Cork",-8.461839961103095,51.906780019359104,"Bellevue Court, Old Youghal Road, St. Patrick's C, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.474650023726127 51.89416001639057),"3 Abbey Street, Cork",-8.474650023726127,51.89416001639057,"Abbey Street, South Parish, South Gate A, Cork, County Cork, Munster, T12 ETF1, Éire / Ireland"
POINT (-8.395420000141229 51.94750001744717),"4 Cúil Chluthair, Sarsfieldscourt, Cork",-8.395420000141229,51.94750001744717,"Riverstown, Cork, County Cork, Munster, T45 RR67, Éire / Ireland"
POINT (-8.491929987674553 51.90361999995244),"228 Cathedral Road, Gurranebraher, Cork",-8.491929987674553,51.90361999995244,"228, Cathedral Road, Garranabraher, Churchfield ED, Cork, County Cork, Munster, T23 HK31, Éire / Ireland"
POINT (-8.392499996531996 51.87588998203907),"12 Manor Drive, Cork",-8.392499996531996,51.87588998203907,"Manor Drive, Rochestown, Douglas, Cork, County Cork, Munster, T12 ND82, Éire / Ireland"
POINT (-8.47676997467724 51.89513998660033),"Keyser's Court, APARTMENT 1 French's Quay, Cork",-8.47676997467724,51.89513998660033,"Frenches Quay (Sulls Electric Shop), French's Quay, South Gate B, Cork, County Cork, Munster, T12 H64V, Éire / Ireland"
POINT (-8.477770019545119 51.90242000478432),"6 Old Friary Place, Cork",-8.477770019545119,51.90242000478432,"6, Old Friary Place, Shandon B, Cork, County Cork, Munster, T23 KHA8, Éire / Ireland"
POINT (-8.481770031378488 51.888539992220956),"1 Parnell Terrace, Cork",-8.481770031378488,51.888539992220956,"Marian Park, Greenmount, Cork, County Cork, Munster, T12 XF67, Éire / Ireland"
POINT (-8.394939968546367 51.91824000883764),"The Cottage, Glanmire, Ballinglanna (Glanmire), Cork",-8.394939968546367,51.91824000883764,"Glanmire Chiropractic, Dunkettle Road, Caherlag ED, Cork, County Cork, Munster, T45 X924, Éire / Ireland"
POINT (-8.394939968546367 51.91824000883764),"The Cottage, Glanmire, Ballinglanna (Glanmire), Cork",-8.394939968546367,51.91824000883764,"Glanmire Chiropractic, Dunkettle Road, Caherlag ED, Cork, County Cork, Munster, T45 X924, Éire / Ireland"
POINT (-8.394939968546367 51.91824000883764),"The Cottage, Glanmire, Ballinglanna (Glanmire), Cork",-8.394939968546367,51.91824000883764,"Glanmire Chiropractic, Dunkettle Road, Caherlag ED, Cork, County Cork, Munster, T45 X924, Éire / Ireland"
POINT (-8.428310001468418 51.917300020306044),"41 Barnavara Crescent, Cork",-8.428310001468418,51.917300020306044,"Barnavara Crescent, Rathcooney, Cork, County Cork, Munster, T23 PY67, Éire / Ireland"
POINT (-8.503840001534599 51.871419996894616),"149 Elm Park, Cork",-8.503840001534599,51.871419996894616,"Elm Park, Inishkenny, Cork, County Cork, Munster, T12 VY33, Éire / Ireland"
POINT (-8.474729987082412 51.914469996427414),"1 Golden Villas, Cork",-8.474729987082412,51.914469996427414,"13, Commons Road, Commons ED, Cork, County Cork, Munster, T23 XH61, Éire / Ireland"
POINT (-8.48602996602935 51.91939000595332),"21 Hillview Drive, Onslow Gardens, Cork",-8.48602996602935,51.91939000595332,"Hillview Drive, Fair Hill C, Cork, County Cork, Munster, T23 XN8R, Éire / Ireland"
POINT (-8.472929973375471 51.89396999864559),"20 Mary Street, Cork",-8.472929973375471,51.89396999864559,"Nano Nagle, Abbey Street, South Parish, Evergreen, Cork, County Cork, Munster, T12 ETF1, Éire / Ireland"
POINT (-8.48362986908069 51.896777006337246),"Lancaster Quay, Cork",-8.48362986908069,51.896777006337246,"Lancaster Gate, Lancaster Quay, Gillabbey A, Cork, County Cork, Munster, T12 CX7A, Éire / Ireland"
POINT (-8.4641699625478 51.921000001915274),"56 Thorndale Estate, Cork",-8.4641699625478,51.921000001915274,"Thorndale Estate, St. Mary's, Cork, County Cork, Munster, T23 V5R6, Éire / Ireland"
POINT (-8.592961460750827 51.88119686823927),"Maglin, Ballincollig, Cork",-8.592961460750827,51.88119686823927,"Maglin, West Village, Ballincollig ED, Cork, County Cork, Munster, P31 V085, Éire / Ireland"
POINT (-8.455780012745322 51.9084999858907),"7 St Bridget's Villas, Cork",-8.455780012745322,51.9084999858907,"Ballyhooley Road (Opp Kerrymans Pub), Ballyhooly Road, Montenotte A, Cork, County Cork, Munster, T23 T292, Éire / Ireland"
POINT (-8.47351997554 51.91251998856316),"22 Orchard Court, Cork",-8.47351997554,51.91251998856316,"Orchard Court, Commons ED, Cork, County Cork, Munster, T23 XH61, Éire / Ireland"
POINT (-8.365802063304798 51.8702818810242),"Meadowlands, Cork",-8.365802063304798,51.8702818810242,"Douglas, Cork, County Cork, Munster, T12 FK84, Éire / Ireland"
